"talk_id","title","speaker_1","first occupation","second occupation","recorded_date","published_date","event","native_lang","url.x","num_speakers","num_lang","comments","duration_ted","languages","num_speaker","view_ted","view_yt","categories","duration_yt","dislike_count","like_count","average_rating"
204,"Tales of passion","Isabel Allende","novelist",NA,2007-03-03,2008-01-03,"TED2007","en","https://www.ted.com/talks/isabel_allende_tales_of_passion/",1,38,465,1080,38,1,3741423,197197,"People & Blogs",1076,92,1085,4.68734073639
145,"The emergent genius of ant colonies","Deborah Gordon","ecologist",NA,2003-02-02,2008-01-08,"TED2003","en","https://www.ted.com/talks/deborah_gordon_the_emergent_genius_of_ant_colonies/",1,22,95,1231,21,1,928270,43955,"Science & Technology",1226,11,346,4.87675046921
205,"The mystery box","J.J. Abrams","filmmaker",NA,2007-03-03,2008-01-10,"TED2007","en","https://www.ted.com/talks/j_j_abrams_the_mystery_box/",1,31,227,1082,30,1,3519656,687653,"Entertainment",1082,254,10349,4.90417814255
206,"Underwater astonishments","David Gallo","oceanographer",NA,2007-03-03,2008-01-11,"TED2007","en","https://www.ted.com/talks/david_gallo_underwater_astonishments/",1,47,554,327,47,1,13926113,1289448,"Science & Technology",361,165,10373,4.93736934662
207,"Treat design as art","Paola Antonelli","curator of architecture and design",NA,2007-03-03,2008-01-15,"TED2007","en","https://www.ted.com/talks/paola_antonelli_treat_design_as_art/",1,21,40,1097,22,1,585052,32284,"People & Blogs",1091,33,140,4.23699426651
188,"""Tembererana""","Raul Midon","guitarist",NA,2007-03-03,2008-01-18,"TED2007","en","https://www.ted.com/talks/raul_midon_tembererana/",1,22,41,640,22,1,403089,40216,"Music",640,6,260,4.90977430344
209,"Rebuilding a neighborhood with beauty, dignity, hope","Bill Strickland","social innovator",NA,2002-02-02,2008-01-20,"TED2002","en","https://www.ted.com/talks/bill_strickland_rebuilding_a_neighborhood_with_beauty_dignity_hope/",1,19,95,2128,19,1,611092,8413,"Nonprofits & Activism",2129,3,114,4.89743566513
208,"The life-long learner","Bernie Dunlap","college president",NA,2007-03-03,2008-01-23,"TED2007","en","https://www.ted.com/talks/bernie_dunlap_the_life_long_learner/",1,26,205,1148,26,1,1854024,58354,"People & Blogs",1148,13,452,4.88817214966
196,"The music wars","David Pogue","technology columnist",NA,2007-03-03,2008-01-24,"TED2007","en","https://www.ted.com/talks/david_pogue_the_music_wars/",1,31,51,255,30,1,594523,28025,"Entertainment",252,69,157,3.77876114845
211,"TED's nonprofit transition","Chris Anderson","head of ted",NA,2002-02-02,2008-01-30,"TED2002","en","https://www.ted.com/talks/chris_anderson_ted_s_nonprofit_transition/",1,26,117,775,26,1,324266,22720,"Nonprofits & Activism",769,20,150,4.52941179276
213,"A song of the city","Jaime Lerner","city evangelist",NA,2007-03-03,2008-02-04,"TED2007","en","https://www.ted.com/talks/jaime_lerner_a_song_of_the_city/",1,25,63,943,25,1,596961,43704,"Nonprofits & Activism",943,17,245,4.74045801163
214,"A plant's-eye view","Michael Pollan","environmental writer",NA,2007-03-03,2008-02-07,"TED2007","en","https://www.ted.com/talks/michael_pollan_a_plant_s_eye_view/",1,26,165,1045,25,1,1359400,186918,"Science & Technology",1052,42,860,4.81374740601
216,"The new power of collaboration","Howard Rheingold","digital community builder",NA,2005-02-02,2008-02-11,"TED2005","en","https://www.ted.com/talks/howard_rheingold_the_new_power_of_collaboration/",1,24,60,1171,24,1,931001,38709,"Science & Technology",1171,10,226,4.83050870895
218,"The untouchable music of the theremin","Pamelia Kurstin","theremin player",NA,2002-02-02,2008-02-13,"TED2002","en","https://www.ted.com/talks/pamelia_kurstin_the_untouchable_music_of_the_theremin/",1,25,105,1151,24,1,1687185,355278,"Music",1212,42,2221,4.92576217651
222,"The Jill and Julia Show","Jill Sobule","singer/songwriter","actor",2007-03-03,2008-02-20,"TED2007","en","https://www.ted.com/talks/jill_sobule_julia_sweeney_the_jill_and_julia_show/",2,23,46,374,23,2,487972,26319,"Entertainment",381,13,197,4.75238084793
220,"A parable for Kenya","Joseph Lekuton","kenyan mp",NA,2007-06-06,2008-02-25,"TEDGlobal 2007","en","https://www.ted.com/talks/joseph_lekuton_a_parable_for_kenya/",1,30,43,326,29,1,200726,12581,"Education",413,5,75,4.75
228,"A powerful idea about ideas","Alan Kay","educator and computing pioneer",NA,2007-03-03,2008-03-04,"TED2007","en","https://www.ted.com/talks/alan_kay_a_powerful_idea_about_ideas/",1,29,61,1237,29,1,777609,37998,"Education",1238,16,270,4.77622365952
227,"On the verge of creating synthetic life","Craig Venter","biologist","genetics pioneer",2008-02-28,2008-03-06,"TED2008","en","https://www.ted.com/talks/craig_venter_on_the_verge_of_creating_synthetic_life/",1,24,137,954,24,1,1004893,186271,"Science & Technology",2059,48,1308,4.85840702057
230,"5 predictions, from 1984","Nicholas Negroponte","tech visionary",NA,1984-02-02,2008-03-11,"TED1984","en","https://www.ted.com/talks/nicholas_negroponte_5_predictions_from_1984/",1,18,64,1523,18,1,974087,45179,"Science & Technology",1524,2,275,4.971118927
229,"My stroke of insight","Jill Bolte Taylor","neuroanatomist",NA,2008-02-27,2008-03-12,"TED2008","en","https://www.ted.com/talks/jill_bolte_taylor_my_stroke_of_insight/",1,49,2877,1099,49,1,21190883,4956314,"Science & Technology",1211,974,35350,4.89274311066
233,"My wish: Once Upon a School","Dave Eggers","author","publisher",2008-02-28,2008-03-18,"TED2008","en","https://www.ted.com/talks/dave_eggers_my_wish_once_upon_a_school/",1,32,231,1535,32,1,1357888,64108,"Education",1470,7,337,4.91860485077
234,"My wish: The Charter for Compassion","Karen Armstrong","religious scholar",NA,2008-02-28,2008-03-19,"TED2008","en","https://www.ted.com/talks/karen_armstrong_my_wish_the_charter_for_compassion/",1,29,456,1288,30,1,1277619,155234,"Nonprofits & Activism",1288,108,1036,4.62237739563
174,"My green agenda for architecture","Norman Foster","architect",NA,2007-01-01,2008-03-24,"DLD 2007","en","https://www.ted.com/talks/norman_foster_my_green_agenda_for_architecture/",1,23,67,1917,23,1,763815,73035,"Science & Technology",1925,19,248,4.71535587311
236,"A look inside the brain in real time","Christopher deCharms","brain researcher",NA,2008-02-29,2008-03-24,"TED2008","en","https://www.ted.com/talks/christopher_decharms_a_look_inside_the_brain_in_real_time/",1,39,156,242,38,1,1485761,78973,"Science & Technology",237,19,363,4.80104732513
237,"The call to learn","Clifford Stoll","astronomer","educator",2006-02-28,2008-03-26,"TED2006","en","https://www.ted.com/talks/clifford_stoll_the_call_to_learn/",1,27,251,1077,27,1,2283491,1130548,"Science & Technology",1071,484,12788,4.85412883759
235,"The search for the true face of Leonardo","Siegfried Woldhek","illustrator",NA,2008-02-29,2008-04-01,"TED2008","en","https://www.ted.com/talks/siegfried_woldhek_the_search_for_the_true_face_of_leonardo/",1,41,82,264,40,1,1224127,65651,"Science & Technology",258,10,252,4.84732818604
239,"Sputnik mania","David Hoffman","filmmaker",NA,2007-03-03,2008-04-02,"TED2007","en","https://www.ted.com/talks/david_hoffman_sputnik_mania/",1,37,39,230,36,1,311741,11444,"Science & Technology",230,6,46,4.53846168518
242,"Questioning the universe","Stephen Hawking","theoretical physicist",NA,2008-02-27,2008-04-04,"TED2008","en","https://www.ted.com/talks/stephen_hawking_questioning_the_universe/",1,42,551,612,39,1,8655723,5785168,"Science & Technology",612,1540,24220,4.76086950302
243,"New thinking on the climate crisis","Al Gore","climate advocate",NA,2008-03-03,2008-04-08,"TED2008","en","https://www.ted.com/talks/al_gore_new_thinking_on_the_climate_crisis/",1,44,664,1674,44,1,1751426,161549,"Education",1761,206,848,4.21821641922
247,"The new open-source economics","Yochai Benkler","legal expert",NA,2005-07-07,2008-04-16,"TEDGlobal 2005","en","https://www.ted.com/talks/yochai_benkler_the_new_open_source_economics/",1,24,92,1072,24,1,753974,64212,"Science & Technology",1073,18,503,4.86180400848
249,"World-class health care","Ernest Madu","cardiologist",NA,2007-06-06,2008-04-17,"TEDGlobal 2007","en","https://www.ted.com/talks/ernest_madu_world_class_health_care/",1,19,51,1003,19,1,371754,32569,"Science & Technology",1043,10,161,4.76608181
250,"Where does creativity hide?","Amy Tan","novelist",NA,2008-02-02,2008-04-22,"TED2008","en","https://www.ted.com/talks/amy_tan_where_does_creativity_hide/",1,34,145,1372,34,1,2477746,386929,"Entertainment",1459,122,1931,4.76229906082
251,"Making sense of string theory","Brian Greene","physicist",NA,2005-02-02,2008-04-22,"TED2005","en","https://www.ted.com/talks/brian_greene_making_sense_of_string_theory/",1,36,534,1146,35,1,4119616,1522953,"Science & Technology",1147,313,15018,4.91833543777
254,"Wake up! It's They Might Be Giants!","They Might Be Giants","band",NA,2007-03-03,2008-04-29,"TED2007","en","https://www.ted.com/talks/they_might_be_giants_wake_up_it_s_they_might_be_giants/",1,17,39,1041,17,1,362609,59412,"Music",1074,55,343,4.4472360611
253,"CERN's supercollider","Brian Cox","physicist",NA,2008-03-03,2008-04-29,"TED2008","en","https://www.ted.com/talks/brian_cox_cern_s_supercollider/",1,38,292,899,37,1,3074172,868277,"Science & Technology",986,126,6252,4.92097854614
258,"6 ways mushrooms can save the world","Paul Stamets","mycologist",NA,2008-03-03,2008-05-06,"TED2008","en","https://www.ted.com/talks/paul_stamets_6_ways_mushrooms_can_save_the_world/",1,29,356,1064,28,1,4060628,1670689,"Science & Technology",1098,201,17274,4.95399141312
259,"Can we domesticate germs?","Paul Ewald","evolutionary biologist",NA,2007-03-03,2008-05-07,"TED2007","en","https://www.ted.com/talks/paul_ewald_can_we_domesticate_germs/",1,18,69,1071,18,1,442623,22722,"Science & Technology",1159,9,186,4.81538438797
248,"How the news distorts our worldview","Alisa Miller","ceo","public radio international (pri)",2008-03-03,2008-05-14,"TED2008","en","https://www.ted.com/talks/alisa_miller_how_the_news_distorts_our_worldview/",1,49,211,269,49,1,1888717,97793,"News & Politics",302,32,527,4.77101945877
263,"What's wrong with what we eat","Mark Bittman","food writer",NA,2007-12-12,2008-05-15,"EG 2007","en","https://www.ted.com/talks/mark_bittman_what_s_wrong_with_what_we_eat/",1,30,537,1208,30,1,3830672,565256,"Science & Technology",1208,280,4057,4.74175691605
266,"Designing objects that tell stories","Yves B¨¦har","designer",NA,2008-02-29,2008-05-21,"TED2008","en","https://www.ted.com/talks/yves_behar_designing_objects_that_tell_stories/",1,27,60,1063,27,1,1109822,55644,"Entertainment",1064,23,307,4.72121191025
267,"Moving sculpture","Arthur Ganson","sculptor",NA,2004-03-03,2008-05-27,"TED2002","en","https://www.ted.com/talks/arthur_ganson_moving_sculpture/",1,24,76,944,24,1,672113,41856,"Entertainment",1031,8,345,4.90934848785
269,"Memes and ""temes""","Susan Blackmore","memeticist",NA,2008-02-29,2008-06-03,"TED2008","en","https://www.ted.com/talks/susan_blackmore_memes_and_temes/",1,24,358,1168,23,1,735638,113196,"Science & Technology",1261,102,1045,4.64428949356
273,"The worldwide web of belief and ritual","Wade Davis","anthropologist","ethnobotanist",2008-02-02,2008-06-10,"TED2008","en","https://www.ted.com/talks/wade_davis_the_worldwide_web_of_belief_and_ritual/",1,21,174,1152,20,1,984223,59901,"Entertainment",1152,39,522,4.72192525864
276,"The ancestor of language","Murray Gell-Mann","physicist",NA,2007-03-03,2008-06-11,"TED2007","en","https://www.ted.com/talks/murray_gell_mann_the_ancestor_of_language/",1,61,76,135,61,1,785293,44033,"Science & Technology",136,16,188,4.6862745285
279,"Turning powerful stats into art","Chris Jordan","artist",NA,2008-02-02,2008-06-15,"TED2008","en","https://www.ted.com/talks/chris_jordan_turning_powerful_stats_into_art/",1,33,218,674,34,1,1520108,127299,"Science & Technology",674,48,842,4.78426980972
278,"The birth of the computer","George Dyson","historian of science",NA,2003-03-03,2008-06-15,"TED2003","en","https://www.ted.com/talks/george_dyson_the_birth_of_the_computer/",1,24,85,1038,24,1,838799,87597,"Science & Technology",1040,10,546,4.92805767059
252,"Your genes are not your fate","Dean Ornish","physician","author",2008-03-03,2008-06-16,"TED2008","en","https://www.ted.com/talks/dean_ornish_your_genes_are_not_your_fate/",1,54,102,192,52,1,1384333,67344,"Science & Technology",216,36,1555,4.90949106216
285,"A mobile fridge for vaccines","Adam Grosser","venture capitalist",NA,2007-02-02,2008-06-23,"TED2007","en","https://www.ted.com/talks/adam_grosser_a_mobile_fridge_for_vaccines/",1,52,131,211,51,1,857181,79186,"Science & Technology",211,5,367,4.94623661041
286,"The transformative power of classical music","Benjamin Zander","conductor",NA,2008-02-02,2008-06-25,"TED2008","en","https://www.ted.com/talks/benjamin_zander_the_transformative_power_of_classical_music/",1,46,638,1243,45,1,9315483,2808757,"Music",1243,547,50598,4.95721960068
288,"One Laptop per Child, two years on","Nicholas Negroponte","tech visionary",NA,2007-12-12,2008-06-26,"EG 2007","en","https://www.ted.com/talks/nicholas_negroponte_one_laptop_per_child_two_years_on/",1,18,43,1000,18,1,398643,40460,"Science & Technology",993,12,204,4.77777767181
287,"""Clonie""","Nellie McKay","singer/songwriter",NA,2008-02-29,2008-06-27,"TED2008","en","https://www.ted.com/talks/nellie_mckay_clonie/",1,40,42,140,39,1,680591,33166,"Music",134,113,730,4.46381950378
292,"Stephen Hawking's zero g flight","Peter Diamandis","space activist",NA,2008-02-02,2008-06-30,"TED2008","en","https://www.ted.com/talks/peter_diamandis_stephen_hawking_s_zero_g_flight/",1,33,38,241,32,1,497899,116151,"Science & Technology",242,10,417,4.90632295609
298,"""Peace on Earth""","Raul Midon","guitarist",NA,2007-03-03,2008-07-03,"TED2007","en","https://www.ted.com/talks/raul_midon_peace_on_earth/",1,25,49,559,25,1,327542,36286,"Music",599,4,251,4.9372549057
299,"A hero of the Congo forest","Corneille Ewango","botanist and activist",NA,2007-06-06,2008-07-07,"TEDGlobal 2007","en","https://www.ted.com/talks/corneille_ewango_a_hero_of_the_congo_forest/",1,21,41,1098,20,1,368974,7776,"Nonprofits & Activism",1098,4,70,4.78378391266
274,"Institutions vs. collaboration","Clay Shirky","social media theorist",NA,2005-07-01,2008-07-10,"TEDGlobal 2005","en","https://www.ted.com/talks/clay_shirky_institutions_vs_collaboration/",1,24,64,1246,24,1,1097533,94321,"Science & Technology",1246,14,736,4.92533349991
296,"""Mother of Pearl,"" ""If I Had You""","Nellie McKay","singer/songwriter",NA,2008-02-02,2008-07-11,"TED2008","en","https://www.ted.com/talks/nellie_mckay_mother_of_pearl_if_i_had_you/",1,24,59,334,24,1,1013879,342879,"Music",334,48,1779,4.8949098587
306,"Let's look for life in the outer solar system","Freeman Dyson","physicist",NA,2003-02-02,2008-07-14,"TED2003","en","https://www.ted.com/talks/freeman_dyson_let_s_look_for_life_in_the_outer_solar_system/",1,24,87,1151,24,1,895199,75497,"Science & Technology",1238,29,663,4.83236980438
307,"The brain in love","Helen Fisher","anthropologist","expert on love",2008-02-02,2008-07-15,"TED2008","en","https://www.ted.com/talks/helen_fisher_the_brain_in_love/",1,34,229,956,33,1,4883112,1086231,"Science & Technology",987,246,7321,4.86996173859
308,"On technology and faith","Billy Graham","preacher",NA,1998-02-02,2008-07-16,"TED1998","en","https://www.ted.com/talks/billy_graham_on_technology_and_faith/",1,27,791,1580,27,1,1532675,304181,"Education",1581,491,3234,4.47275161743
301,"My year of living biblically","A.J. Jacobs","author",NA,2007-12-02,2008-07-17,"EG 2007","en","https://www.ted.com/talks/a_j_jacobs_my_year_of_living_biblically/",1,39,583,1060,39,1,2291701,191835,"Education",1060,212,1893,4.59714984894
310,"Brain magic","Keith Barry","magician",NA,2004-02-02,2008-07-18,"TED2004","en","https://www.ted.com/talks/keith_barry_brain_magic/",1,28,669,1189,28,1,13327101,6768034,"Entertainment",1190,5694,44298,4.54440689087
312,"The new era of positive psychology","Martin Seligman","psychologist",NA,2004-02-02,2008-07-21,"TED2004","en","https://www.ted.com/talks/martin_seligman_the_new_era_of_positive_psychology/",1,36,224,1422,36,1,4190393,677736,"Science & Technology",1422,113,3494,4.8746881485
313,"The wonder of Zulu wire art","Marisa Fick-Jordan","craft artist","product designer",2007-06-06,2008-07-21,"TEDGlobal 2007","en","https://www.ted.com/talks/marisa_fick_jordan_the_wonder_of_zulu_wire_art/",1,44,15,153,43,1,294961,15963,"Education",154,16,70,4.25581407547
294,"On humanity","Chris Abani","novelist","poet",2008-02-02,2008-07-22,"TED2008","en","https://www.ted.com/talks/chris_abani_on_humanity/",1,28,137,974,28,1,843859,53047,"People & Blogs",1099,10,550,4.92857122421
315,"A dig for humanity's origins","Louise Leakey","paleoanthropologist",NA,2008-02-02,2008-07-23,"TED2008","en","https://www.ted.com/talks/louise_leakey_a_dig_for_humanity_s_origins/",1,25,70,936,23,1,656400,50964,"Science & Technology",967,48,380,4.55140209198
316,"The web as art","Jonathan Harris","artist","storyteller",2007-12-12,2008-07-24,"TED2007","en","https://www.ted.com/talks/jonathan_harris_the_web_as_art/",1,24,79,1229,24,1,855052,25623,"People & Blogs",1230,16,190,4.68932056427
